gisaid_epi_isl,date,segment,originating_lab,submitting_lab,authors,url,date_submitted
EPI_ISL_420047,2020-03-17,genome,Residence Villa Caroline,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-04
EPI_ISL_420048,2020-03-18,genome,Service de Biologie Medicale - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-04
EPI_ISL_420051,2020-03-19,genome,Residence Eleusis,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-04
EPI_ISL_420052,2020-03-20,genome,Residence les Marines,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-04
EPI_ISL_420054,2020-03-20,genome,Residence de maintenon,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-04
EPI_ISL_443300,2020-03-17,genome,Cabinet Medical,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_420058,2020-03-20,genome,Service de Biologie Medicale - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-04
EPI_ISL_420059,2020-03-21,genome,Service de Biologie Medicale - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-04
EPI_ISL_420060,2020-03-20,genome,Service de Biologie Medicale - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-04
EPI_ISL_420061,2020-03-23,genome,CMIP,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-04
EPI_ISL_420062,2020-03-22,genome,Service de Biologie Medicale - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-04
EPI_ISL_420063,2020-03-22,genome,Labo BM - Site de Juvisy - Hopital General,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-04
EPI_ISL_420064,2020-03-23,genome,Service de Biologie Medicale - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-04
EPI_ISL_421506,2020-03-21,genome,Service de Biologie Medicale - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421507,2020-03-23,genome,Le Chateau de Seine-Port,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421508,2020-03-23,genome,Le Chateau de Seine-Port,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421512,2020-03-23,genome,Service de Biologie Medicale - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-08
EPI_ISL_421513,2020-03-23,genome,Service de Biologie clinique,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-08
EPI_ISL_443301,2020-03-23,genome,Cabinet Medical,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443302,2020-03-23,genome,Cabinet Medical,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_428347,2020-03-23,genome,Service de Biologie Medicale - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-20
EPI_ISL_428349,2020-03-23,genome,Service de Biologie Medicale - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-20
EPI_ISL_428351,2020-03-24,genome,GH Nord Essonne Service de Biologie clinique,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-20
EPI_ISL_428352,2020-03-23,genome,GH Nord Essonne Service de Biologie clinique,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-20
EPI_ISL_428354,2020-03-25,genome,LABM GH nord Essonne de Longjumeau - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-20
EPI_ISL_428361,2020-03-25,genome,LABM GH nord Essonne de Longjumeau - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-20
EPI_ISL_428362,2020-03-25,genome,LABM GH nord Essonne de Longjumeau - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-20
EPI_ISL_428363,2020-03-26,genome,GH Nord Essonne Service de Biologie clinique,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-20
EPI_ISL_428364,2020-03-23,genome,Cabinet Medical,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-20
EPI_ISL_428365,2020-03-26,genome,LABM GH nord Essonne de Longjumeau - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-20
EPI_ISL_443311,2020-03-23,genome,Cabinet Medical,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443317,2020-03-23,genome,Cabinet Medical,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443258,2020-04-02,genome,Residence Ornano,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443259,2020-04-02,genome,Residence Ornano,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443260,2020-04-02,genome,LABM GH nord Essonne de Longjumeau - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443303,2020-04-09,genome,Residence Les Marines,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443284,2020-04-02,genome,Laboratoire de Microbiologie - Bat A - CH Rene Dubois,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443285,2020-04-02,genome,Laboratoire de Microbiologie - Bat A - CH Rene Dubois,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443286,2020-04-02,genome,Laboratoire de Microbiologie - Bat A - CH Rene Dubois,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443287,2020-04-03,genome,Laboratoire de Microbiologie - Bat A - CH Rene Dubois,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443288,2020-04-03,genome,Laboratoire de Microbiologie - Bat A - CH Rene Dubois,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443304,2020-04-01,genome,Residence Esterel,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443295,2020-03-19,genome,Hopital Necker - Enfants - Malades Laboratoire de Virologie,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443296,2020-03-19,genome,Hopital Necker - Enfants - Malades Laboratoire de Virologie,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443297,2020-03-26,genome,Hopital Necker - Enfants - Malades Laboratoire de Virologie,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443298,2020-03-25,genome,Hopital Necker - Enfants - Malades Laboratoire de Virologie,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443299,2020-03-25,genome,Hopital Necker - Enfants - Malades Laboratoire de Virologie,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443305,2020-04-13,genome,LABM GH nord Essonne de Longjumeau - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443306,2020-04-02,genome,Cabinet Medical,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_443314,2020-04-14,genome,LABM GH nord Essonne de Longjumeau - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-05-12
EPI_ISL_417333,2020-03-04,genome,"Institut des Agents Infectieux (IAI), Hospices Civils de Lyon",CNR Virus des Infections Respiratoires - France SUD,Bal et al,https://www.gisaid.org,2020-03-25
EPI_ISL_417334,2020-03-04,genome,"Institut des Agents Infectieux (IAI), Hospices Civils de Lyon",CNR Virus des Infections Respiratoires - France SUD,Bal et al,https://www.gisaid.org,2020-03-25
EPI_ISL_416753,2020-03-06,genome,Institut des Agents Infectieux (IAI) Hospices Civils de Lyon,CNR Virus des Infections Respiratoires - France SUD,Bal et al,https://www.gisaid.org,2020-03-23
EPI_ISL_416754,2020-03-06,genome,Institut des Agents Infectieux (IAI) Hospices Civils de Lyon,CNR Virus des Infections Respiratoires - France SUD,Bal et al,https://www.gisaid.org,2020-03-23
EPI_ISL_416756,2020-03-06,genome,Institut des Agents Infectieux (IAI) Hospices Civils de Lyon,CNR Virus des Infections Respiratoires - France SUD,Bal et al,https://www.gisaid.org,2020-03-23
EPI_ISL_417335,2020-03-06,genome,"Institut des Agents Infectieux (IAI), Hospices Civils de Lyon",CNR Virus des Infections Respiratoires - France SUD,Bal et al,https://www.gisaid.org,2020-03-25
EPI_ISL_417337,2020-03-07,genome,"Institut des Agents Infectieux (IAI), Hospices Civils de Lyon",CNR Virus des Infections Respiratoires - France SUD,Bal et al,https://www.gisaid.org,2020-03-25
EPI_ISL_417336,2020-03-06,genome,"Institut des Agents Infectieux (IAI), Hospices Civils de Lyon",CNR Virus des Infections Respiratoires - France SUD,Bal et al,https://www.gisaid.org,2020-03-25
EPI_ISL_417339,2020-03-08,genome,"Institut des Agents Infectieux (IAI), Hospices Civils de Lyon",CNR Virus des Infections Respiratoires - France SUD,Bal et al,https://www.gisaid.org,2020-03-25
EPI_ISL_416758,2020-03-08,genome,Institut des Agents Infectieux (IAI) Hospices Civils de Lyon,CNR Virus des Infections Respiratoires - France SUD,Bal et al,https://www.gisaid.org,2020-03-23
EPI_ISL_416747,2020-03-04,genome,Institut des Agents Infectieux (IAI) Hospices Civils de Lyon,CNR Virus des Infections Respiratoires - France SUD,Bal et al,https://www.gisaid.org,2020-03-23
EPI_ISL_416748,2020-03-04,genome,Institut des Agents Infectieux (IAI) Hospices Civils de Lyon,CNR Virus des Infections Respiratoires - France SUD,Bal et al,https://www.gisaid.org,2020-03-23
EPI_ISL_416750,2020-03-06,genome,Institut des Agents Infectieux (IAI) Hospices Civils de Lyon,CNR Virus des Infections Respiratoires - France SUD,Bal et al,https://www.gisaid.org,2020-03-23
EPI_ISL_417338,2020-03-07,genome,Centre Hospitalier de Macon,CNR Virus des Infections Respiratoires - France SUD,Bal et al,https://www.gisaid.org,2020-03-25
EPI_ISL_414624,2020-02-26,genome,Centre Hositalier Universitaire de Rouen Laboratoire de Virologie,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-03-15
EPI_ISL_416494,2020-03-04,genome,Centre Hositalier Universitaire de Rouen Laboratoire de Virologie,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-03-22
EPI_ISL_428367,2020-03-23,genome,Cabinet Medical,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-04-20
EPI_ISL_434626,2020-03-26,genome,CHU Purpan - Laboratoire de Virologie - Institut Federatif de Biologie,Laboratoire de virologie - Ecole Nationale Veterinaire de Toulouse,Croville et al,https://www.gisaid.org,2020-04-30
EPI_ISL_434627,2020-03-26,genome,CHU Purpan - Laboratoire de Virologie - Institut Federatif de Biologie,Laboratoire de virologie - Ecole Nationale Veterinaire de Toulouse,Croville et al,https://www.gisaid.org,2020-04-30
EPI_ISL_434628,2020-04-07,genome,CHU Purpan - Laboratoire de Virologie - Institut Federatif de Biologie,Laboratoire de virologie - Ecole Nationale Veterinaire de Toulouse,Croville et al,https://www.gisaid.org,2020-04-30
EPI_ISL_434629,2020-04-07,genome,CHU Purpan - Laboratoire de Virologie - Institut Federatif de Biologie,Laboratoire de virologie - Ecole Nationale Veterinaire de Toulouse,Croville et al,https://www.gisaid.org,2020-04-30
EPI_ISL_434630,2020-04-08,genome,CHU Purpan - Laboratoire de Virologie - Institut Federatif de Biologie,Laboratoire de virologie - Ecole Nationale Veterinaire de Toulouse,Croville et al,https://www.gisaid.org,2020-04-30
EPI_ISL_434631,2020-04-08,genome,CHU Purpan - Laboratoire de Virologie - Institut Federatif de Biologie,Laboratoire de virologie - Ecole Nationale Veterinaire de Toulouse,Croville et al,https://www.gisaid.org,2020-04-30
EPI_ISL_434632,2020-04-09,genome,CHU Purpan - Laboratoire de Virologie - Institut Federatif de Biologie,Laboratoire de virologie - Ecole Nationale Veterinaire de Toulouse,Croville et al,https://www.gisaid.org,2020-04-30
EPI_ISL_434633,2020-04-09,genome,CHU Purpan - Laboratoire de Virologie - Institut Federatif de Biologie,Laboratoire de virologie - Ecole Nationale Veterinaire de Toulouse,Croville et al,https://www.gisaid.org,2020-04-30
EPI_ISL_434634,2020-04-11,genome,CHU Purpan - Laboratoire de Virologie - Institut Federatif de Biologie,Laboratoire de virologie - Ecole Nationale Veterinaire de Toulouse,Croville et al,https://www.gisaid.org,2020-04-30
EPI_ISL_434635,2020-04-11,genome,CHU Purpan - Laboratoire de Virologie - Institut Federatif de Biologie,Laboratoire de virologie - Ecole Nationale Veterinaire de Toulouse,Croville et al,https://www.gisaid.org,2020-04-30
EPI_ISL_414625,2020-02-26,genome,Centre Hospitalier Regional Universitaire de Nantes Laboratoire de Virologie,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Albert et al,https://www.gisaid.org,2020-03-15
